#,Player,Lastname,FirstName,Team,Pos,Avg. Pick,Min. Pick,Max. Pick,# Drafts Selected In,Season
1,"Johnson, Chris TEN RB","Johnson,",Chris,TEN,RB,1.81,1,692,5631,2010
2,"Peterson, Adrian MIN RB","Peterson,",Adrian,MIN,RB,2.47,1,130,5652,2010
3,"Jones-Drew, Maurice JAC RB","Jones-Drew,",Maurice,JAC,RB,4.66,1,131,5649,2010
4,"Rice, Ray BAL RB","Rice,",Ray,BAL,RB,4.92,1,133,5633,2010
5,"Gore, Frank SFO RB","Gore,",Frank,SFO,RB,7.42,1,134,5646,2010
6,"Rodgers, Aaron GBP QB","Rodgers,",Aaron,GBP,QB,7.44,1,116,5487,2010
7,"Johnson, Andre HOU WR","Johnson,",Andre,HOU,WR,8.15,1,145,5654,2010
8,"Brees, Drew NOS QB","Brees,",Drew,NOS,QB,8.7,1,117,5476,2010
9,"Turner, Michael ATL RB","Turner,",Michael,ATL,RB,9.69,1,132,5640,2010
10,"Manning, Peyton IND QB","Manning,",Peyton,IND,QB,12.27,1,123,5474,2010
11,"Jackson, Steven STL RB","Jackson,",Steven,STL,RB,12.86,1,145,5647,2010
12,"Moss, Randy TEN WR","Moss,",Randy,TEN,WR,14.44,1,149,5650,2010
13,"Wayne, Reggie IND WR","Wayne,",Reggie,IND,WR,16.83,2,156,5653,2010
14,"Mendenhall, Rashard PIT RB","Mendenhall,",Rashard,PIT,RB,18.31,1,321,5631,2010
15,"Fitzgerald, Larry ARI WR","Fitzgerald,",Larry,ARI,WR,19.07,1,147,5656,2010
16,"Williams, DeAngelo CAR RB","Williams,",DeAngelo,CAR,RB,19.27,2,174,5649,2010
17,"Brady, Tom NEP QB","Brady,",Tom,NEP,QB,20.01,1,131,5484,2010
18,"Johnson, Calvin DET WR","Johnson,",Calvin,DET,WR,20.25,1,148,5654,2010
19,"Mathews, Ryan SDC RB","Mathews,",Ryan,SDC,RB,20.59,1,577,5656,2010
20,"Austin, Miles DAL WR","Austin,",Miles,DAL,WR,21.19,1,302,5648,2010
21,"White, Roddy ATL WR","White,",Roddy,ATL,WR,23.8,3,152,5656,2010
22,"Grant, Ryan GBP RB","Grant,",Ryan,GBP,RB,25.53,1,149,5654,2010
23,"Marshall, Brandon MIA WR","Marshall,",Brandon,MIA,WR,25.55,1,162,5644,2010
24,"Romo, Tony DAL QB","Romo,",Tony,DAL,QB,26.09,1,156,5471,2010
25,"Greene, Shonn NYJ RB","Greene,",Shonn,NYJ,RB,26.29,2,223,5635,2010
26,"Schaub, Matt HOU QB","Schaub,",Matt,HOU,QB,26.71,1,199,5480,2010
27,"Jennings, Greg GBP WR","Jennings,",Greg,GBP,WR,27.97,5,158,5660,2010
28,"Jackson, DeSean PHI WR","Jackson,",DeSean,PHI,WR,28.94,2,219,5646,2010
29,"Benson, Cedric CIN RB","Benson,",Cedric,CIN,RB,31.02,1,229,5633,2010
30,"Colston, Marques NOS WR","Colston,",Marques,NOS,WR,31.36,8,157,5653,2010
31,"Rivers, Philip SDC QB","Rivers,",Philip,SDC,QB,31.95,1,158,5488,2010
32,"Charles, Jamaal KCC RB","Charles,",Jamaal,KCC,RB,33.25,1,205,5627,2010
33,"Thomas, Pierre NOS RB","Thomas,",Pierre,NOS,RB,36.66,4,204,5649,2010
34,"Boldin, Anquan BAL WR","Boldin,",Anquan,BAL,WR,38.22,1,167,5647,2010
35,"Clark, Dallas IND TE","Clark,",Dallas,IND,TE,38.96,3,161,5647,2010
36,"McCoy, LeSean PHI RB","McCoy,",LeSean,PHI,RB,39.42,2,248,5626,2010
37,"Gates, Antonio SDC TE","Gates,",Antonio,SDC,TE,42.61,2,190,5650,2010
38,"Smith, Steve NYG WR","Smith,",Steve,NYG,WR,43.09,5,215,5639,2010
39,"Smith, Steve CAR WR","Smith,",Steve,CAR,WR,45.54,12,195,5645,2010
40,"Wells, Chris ARI RB","Wells,",Chris,ARI,RB,45.59,1,223,5618,2010
41,"Welker, Wes NEP WR","Welker,",Wes,NEP,WR,45.71,10,207,5646,2010
42,"Addai, Joseph IND RB","Addai,",Joseph,IND,RB,46.34,3,224,5632,2010
43,"Moreno, Knowshon DEN RB","Moreno,",Knowshon,DEN,RB,48.45,5,264,5610,2010
44,"Ochocinco, Chad CIN WR","Ochocinco,",Chad,CIN,WR,48.68,6,236,5645,2010
45,"Forte, Matt CHI RB","Forte,",Matt,CHI,RB,49.74,7,232,5622,2010
46,"Crabtree, Michael SFO WR","Crabtree,",Michael,SFO,WR,50.29,10,261,5629,2010
47,"Finley, Jermichael GBP TE","Finley,",Jermichael,GBP,TE,50.62,4,210,5637,2010
48,"Best, Jahvid DET RB","Best,",Jahvid,DET,RB,50.63,4,579,5617,2010
49,"Davis, Vernon SFO TE","Davis,",Vernon,SFO,TE,51.64,5,222,5630,2010
50,"Stewart, Jonathan CAR RB","Stewart,",Jonathan,CAR,RB,53.94,1,272,5587,2010
51,"Witten, Jason DAL TE","Witten,",Jason,DAL,TE,55.72,4,220,5615,2010
52,"Brown, Ronnie MIA RB","Brown,",Ronnie,MIA,RB,57.25,3,242,5607,2010
53,"Willis, Patrick SFO LB","Willis,",Patrick,SFO,LB,57.27,3,224,491,2010
54,"Flacco, Joe BAL QB","Flacco,",Joe,BAL,QB,61.84,1,240,5460,2010
55,"Sims-Walker, Mike JAC WR","Sims-Walker,",Mike,JAC,WR,62.6,21,256,5603,2010
56,"Nicks, Hakeem NYG WR","Nicks,",Hakeem,NYG,WR,63.07,9,261,5588,2010
57,"Spiller, C.J. BUF RB","Spiller,",C.J.,BUF,RB,63.27,3,580,5600,2010
58,"Bowe, Dwayne KCC WR","Bowe,",Dwayne,KCC,WR,63.63,5,247,5596,2010
59,"Harvin, Percy MIN WR","Harvin,",Percy,MIN,WR,64.32,7,209,5604,2010
60,"Jones, Felix DAL RB","Jones,",Felix,DAL,RB,67.51,4,231,5550,2010
61,"Celek, Brent PHI TE","Celek,",Brent,PHI,TE,68.03,12,263,5505,2010
62,"Ward, Hines PIT WR","Ward,",Hines,PIT,WR,68.61,15,272,5592,2010
63,"Garcon, Pierre IND WR","Garcon,",Pierre,IND,WR,68.9,9,227,5604,2010
64,"Kolb, Kevin PHI QB","Kolb,",Kevin,PHI,QB,70.08,5,247,5455,2010
65,"Foster, Arian HOU RB","Foster,",Arian,HOU,RB,70.47,5,472,5460,2010
66,"Gonzalez, Tony ATL TE","Gonzalez,",Tony,ATL,TE,71.35,13,324,5518,2010
67,"Cutler, Jay CHI QB","Cutler,",Jay,CHI,QB,73.34,2,326,5402,2010
68,"Bush, Reggie NOS RB","Bush,",Reggie,NOS,RB,73.54,1,359,5546,2010
69,"Ryan, Matt ATL QB","Ryan,",Matt,ATL,QB,73.81,3,199,5458,2010
70,"Favre, Brett MIN QB","Favre,",Brett,MIN,QB,74.92,1,359,5432,2010
71,"Driver, Donald GBP WR","Driver,",Donald,GBP,WR,75.3,10,388,5597,2010
72,"Beason, Jon CAR LB","Beason,",Jon,CAR,LB,75.62,15,233,488,2010
73,"Wallace, Mike PIT WR","Wallace,",Mike,PIT,WR,78.36,10,266,5539,2010
74,"Allen, Jared MIN DE","Allen,",Jared,MIN,DE,78.85,19,255,475,2010
75,"Barber, Marion DAL RB","Barber,",Marion,DAL,RB,79.1,3,277,5499,2010
76,"Palmer, Carson CIN QB","Palmer,",Carson,CIN,QB,79.79,1,287,5449,2010
77,"Bradshaw, Ahmad NYG RB","Bradshaw,",Ahmad,NYG,RB,80.21,5,414,5446,2010
78,"Jets, NewYork NYJ Def","Jets,",NewYork,NYJ,Def,80.22,1,260,5155,2010
79,"Maclin, Jeremy PHI WR","Maclin,",Jeremy,PHI,WR,81.19,8,268,5469,2010
80,"Manning, Eli NYG QB","Manning,",Eli,NYG,QB,81.71,1,238,5383,2010
81,"Owens, Terrell CIN WR","Owens,",Terrell,CIN,WR,82.76,6,598,5563,2010
82,"Rice, Sidney MIN WR*","Rice,",Sidney,MIN,WR*,83.17,8,386,4081,2010
83,"Moss, Santana WAS WR","Moss,",Santana,WAS,WR,83.98,17,361,5511,2010
84,"Jacobs, Brandon NYG RB","Jacobs,",Brandon,NYG,RB,85.15,1,342,5435,2010
85,"Bryant, Dez DAL WR","Bryant,",Dez,DAL,WR,85.57,2,578,5494,2010
86,"Harrison, Jerome PHI RB","Harrison,",Jerome,PHI,RB,88.17,14,407,5382,2010
87,"Floyd, Malcom SDC WR","Floyd,",Malcom,SDC,WR,89.77,23,443,5445,2010
88,"Daniels, Owen HOU TE","Daniels,",Owen,HOU,TE,90.32,6,299,5251,2010
89,"Meachem, Robert NOS WR","Meachem,",Robert,NOS,WR,90.88,1,437,5424,2010
90,"Jackson, Vincent SDC WR*","Jackson,",Vincent,SDC,WR*,91.24,11,399,4579,2010
91,"Williams, Ricky MIA RB","Williams,",Ricky,MIA,RB,91.94,7,357,5417,2010
92,"Knox, Johnny CHI WR","Knox,",Johnny,CHI,WR,93.28,18,284,5388,2010
93,"Forsett, Justin SEA RB","Forsett,",Justin,SEA,RB,93.68,5,355,5272,2010
94,"Portis, Clinton WAS RB","Portis,",Clinton,WAS,RB,94.27,2,382,5359,2010
95,"Laurinaitis, James STL LB","Laurinaitis,",James,STL,LB,95.75,19,238,479,2010
96,"Vikings, Minnesota MIN Def","Vikings,",Minnesota,MIN,Def,96.52,3,263,5147,2010
97,"Shiancoe, Visanthe MIN TE","Shiancoe,",Visanthe,MIN,TE,99.18,11,392,5310,2010
98,"Williams, Carnell TBB RB","Williams,",Carnell,TBB,RB,99.4,21,366,5244,2010
99,"McNabb, Donovan WAS QB","McNabb,",Donovan,WAS,QB,99.95,2,339,5304,2010
100,"Cooley, Chris WAS TE","Cooley,",Chris,WAS,TE,100.42,12,283,5174,2010
101,"Houshmandzadeh, T.J. BAL WR","Houshmandzadeh,",T.J.,BAL,WR,101.32,13,319,5237,2010
102,"Packers, GreenBay GBP Def","Packers,",GreenBay,GBP,Def,101.84,2,262,5153,2010
103,"Winslow, Kellen TBB TE","Winslow,",Kellen,TBB,TE,101.85,16,310,5094,2010
104,"Tomlinson, LaDainian NYJ RB","Tomlinson,",LaDainian,NYJ,RB,102.11,1,372,5404,2010
105,"Ruud, Barrett TBB LB","Ruud,",Barrett,TBB,LB,102.63,13,335,468,2010
106,"Miller, Zach OAK TE","Miller,",Zach,OAK,TE,105.5,15,285,4941,2010
107,"Holmes, Santonio NYJ WR","Holmes,",Santonio,NYJ,WR,106.24,10,431,5172,2010
108,"Eagles, Philadelphia PHI Def","Eagles,",Philadelphia,PHI,Def,106.62,6,267,5132,2010
109,"Bush, Michael OAK RB","Bush,",Michael,OAK,RB,107.09,15,379,4954,2010
110,"Edwards, Braylon NYJ WR","Edwards,",Braylon,NYJ,WR,107.23,18,318,5187,2010
111,"Williams, Mario HOU DE","Williams,",Mario,HOU,DE,107.27,15,276,457,2010
112,"Roethlisberger, Ben PIT QB","Roethlisberger,",Ben,PIT,QB,107.69,2,277,5228,2010
113,"Ravens, Baltimore BAL Def","Ravens,",Baltimore,BAL,Def,109.46,6,331,5129,2010
114,"Breaston, Steve ARI WR","Breaston,",Steve,ARI,WR,110.32,9,362,5045,2010
115,"Williams, DJ DEN LB","Williams,",DJ,DEN,LB,110.66,22,246,466,2010
116,"Harris, David NYJ LB","Harris,",David,NYJ,LB,112.89,26,348,470,2010
117,"Posluszny, Paul BUF LB","Posluszny,",Paul,BUF,LB,113.14,34,248,452,2010
118,"Cole, Trent PHI DE","Cole,",Trent,PHI,DE,113.23,19,413,445,2010
119,"Stafford, Matthew DET QB","Stafford,",Matthew,DET,QB,114.36,12,361,5011,2010
120,"Brown, Donald IND RB","Brown,",Donald,IND,RB,114.95,13,397,4840,2010
121,"Steelers, Pittsburgh PIT Def","Steelers,",Pittsburgh,PIT,Def,115.12,3,372,5105,2010
122,"49ers, SanFrancisco SFO Def","49ers,",SanFrancisco,SFO,Def,115.32,9,266,5110,2010
123,"McFadden, Darren OAK RB","McFadden,",Darren,OAK,RB,115.5,9,424,4910,2010
124,"Jones, Thomas KCC RB","Jones,",Thomas,KCC,RB,116.41,4,363,4959,2010
125,"Mason, Derrick BAL WR","Mason,",Derrick,BAL,WR,116.44,25,438,4990,2010
126,"Tuck, Justin NYG DE","Tuck,",Justin,NYG,DE,117.44,25,293,443,2010
127,"Peppers, Julius CHI DE","Peppers,",Julius,CHI,DE,117.57,29,391,448,2010
128,"Tate, Ben HOU RB*","Tate,",Ben,HOU,RB*,118.12,8,581,973,2010
129,"Hightower, Tim ARI RB","Hightower,",Tim,ARI,RB,119.1,8,375,4822,2010
130,"Pollard, Bernard HOU S","Pollard,",Bernard,HOU,S,119.51,16,310,453,2010
131,"Evans, Lee BUF WR","Evans,",Lee,BUF,WR,120.67,39,375,4844,2010
132,"Aromashodu, Devin CHI WR","Aromashodu,",Devin,CHI,WR,121.01,30,486,4635,2010
133,"Lofton, Curtis ATL LB","Lofton,",Curtis,ATL,LB,121.01,22,267,432,2010
134,"Berrian, Bernard MIN WR","Berrian,",Bernard,MIN,WR,121.98,8,635,4559,2010
135,"Sproles, Darren SDC RB","Sproles,",Darren,SDC,RB,123.39,5,510,4770,2010
136,"Royal, Eddie DEN WR","Royal,",Eddie,DEN,WR,124.26,26,319,4688,2010
137,"Henne, Chad MIA QB","Henne,",Chad,MIA,QB,124.45,23,324,4749,2010
138,"Cowboys, Dallas DAL Def","Cowboys,",Dallas,DAL,Def,124.69,11,317,5057,2010
139,"Britt, Kenny TEN WR","Britt,",Kenny,TEN,WR,124.71,34,372,4552,2010
140,"Kaeding, Nate SDC PK","Kaeding,",Nate,SDC,PK,125.69,2,740,5437,2010
141,"Hardesty, Montario CLE RB","Hardesty,",Montario,CLE,RB,127.29,9,585,3190,2010
142,"Miller, Heath PIT TE","Miller,",Heath,PIT,TE,127.4,8,362,4688,2010
143,"Ryans, DeMeco HOU LB","Ryans,",DeMeco,HOU,LB,127.71,27,288,437,2010
144,"Saints, NewOrleans NOS Def","Saints,",NewOrleans,NOS,Def,127.82,8,392,5050,2010
145,"Jackson, Fred BUF RB","Jackson,",Fred,BUF,RB,128.66,15,380,4339,2010
146,"Hester, Devin CHI WR","Hester,",Devin,CHI,WR,128.67,8,479,4464,2010
147,"Ware, Demarcus DAL LB","Ware,",Demarcus,DAL,LB,128.74,20,302,464,2010
148,"Vilma, Jonathan NOS LB","Vilma,",Jonathan,NOS,LB,130.14,31,288,430,2010
149,"Gaffney, Jabar DEN WR","Gaffney,",Jabar,DEN,WR,130.56,17,529,4311,2010
150,"Woodson, Charles GBP CB","Woodson,",Charles,GBP,CB,130.88,9,522,455,2010
151,"McClain, Rolando OAK LB","McClain,",Rolando,OAK,LB,131.6,10,584,428,2010
152,"Slaton, Steve HOU RB","Slaton,",Steve,HOU,RB,131.61,7,446,4342,2010
153,"Hartley, Garrett NOS PK","Hartley,",Garrett,NOS,PK,131.62,3,630,5425,2010
154,"Suggs, Terrell BAL DE","Suggs,",Terrell,BAL,DE,132.29,28,253,432,2010
155,"Maroney, Laurence DEN RB","Maroney,",Laurence,DEN,RB,132.71,29,402,4421,2010
156,"Sanchez, Mark NYJ QB","Sanchez,",Mark,NYJ,QB,133.44,2,420,4247,2010
157,"Young, Vince TEN QB","Young,",Vince,TEN,QB,133.48,4,374,4537,2010
158,"Williams, Mike TBB WR","Williams,",Mike,TBB,WR,133.85,16,601,4174,2010
159,"Smith, Alex SFO QB","Smith,",Alex,SFO,QB,134.07,6,343,4452,2010
160,"Lewis, Ray BAL LB","Lewis,",Ray,BAL,LB,134.98,26,381,440,2010
161,"Bell, Yeremiah MIA S","Bell,",Yeremiah,MIA,S,137.01,47,421,437,2010
162,"Gostkowski, Stephen NEP PK","Gostkowski,",Stephen,NEP,PK,137.23,4,688,5423,2010
163,"Collie, Austin IND WR","Collie,",Austin,IND,WR,140.16,27,386,4072,2010
164,"Taylor, Chester CHI RB","Taylor,",Chester,CHI,RB,140.35,6,465,4150,2010
165,"Cushing, Brian HOU LB","Cushing,",Brian,HOU,LB,140.71,21,322,402,2010
166,"Crosby, Mason GBP PK","Crosby,",Mason,GBP,PK,141.04,1,689,5415,2010
167,"Branch, Tyvon OAK S","Branch,",Tyvon,OAK,S,141.51,52,300,418,2010
168,"Smith, Will NOS DE","Smith,",Will,NOS,DE,141.53,17,307,422,2010
169,"Carlson, John SEA TE","Carlson,",John,SEA,TE,141.78,42,471,4140,2010
170,"Morrison, Kirk JAC LB","Morrison,",Kirk,JAC,LB,142.56,22,307,392,2010
171,"Massaquoi, Mohamed CLE WR","Massaquoi,",Mohamed,CLE,WR,143.14,28,482,3904,2010
172,"Polamalu, Troy PIT S","Polamalu,",Troy,PIT,S,144.64,5,487,443,2010
173,"Olsen, Greg CHI TE","Olsen,",Greg,CHI,TE,144.87,32,366,4147,2010
174,"Longwell, Ryan MIN PK","Longwell,",Ryan,MIN,PK,145.16,9,1060,5398,2010
175,"Dansby, Karlos MIA LB","Dansby,",Karlos,MIA,LB,145.4,46,324,414,2010
176,"Weddle, Eric SDC S","Weddle,",Eric,SDC,S,145.51,22,330,419,2010
177,"Mayo, Jerod NEP LB","Mayo,",Jerod,NEP,LB,146.11,19,351,407,2010
178,"Jones, Jacoby HOU WR","Jones,",Jacoby,HOU,WR,146.47,25,448,3670,2010
179,"Keller, Dustin NYJ TE","Keller,",Dustin,NYJ,TE,148.06,16,368,3862,2010
180,"Shockey, Jeremy NOS TE","Shockey,",Jeremy,NOS,TE,149.22,14,628,3908,2010
181,"Akers, David PHI PK","Akers,",David,PHI,PK,149.33,5,1005,5365,2010
182,"McGahee, Willis BAL RB","McGahee,",Willis,BAL,RB,149.36,14,504,3907,2010
183,"Cassel, Matt KCC QB","Cassel,",Matt,KCC,QB,149.78,3,475,3615,2010
184,"Bears, Chicago CHI Def","Bears,",Chicago,CHI,Def,150.96,33,393,4296,2010
185,"Cotchery, Jerricho NYJ WR","Cotchery,",Jerricho,NYJ,WR,152.31,34,429,3386,2010
186,"Bengals, Cincinnati CIN Def","Bengals,",Cincinnati,CIN,Def,152.63,21,405,4262,2010
187,"Chargers, SanDiego SDC Def","Chargers,",SanDiego,SDC,Def,152.74,19,365,4275,2010
188,"Edelman, Julian NEP WR","Edelman,",Julian,NEP,WR,152.78,14,436,3163,2010
189,"Washington, Leon SEA RB","Washington,",Leon,SEA,RB,153.36,38,503,3448,2010
190,"McCluster, Dexter KCC WR","McCluster,",Dexter,KCC,WR,153.48,5,589,3110,2010
191,"Orton, Kyle DEN QB","Orton,",Kyle,DEN,QB,154.31,17,530,3027,2010
192,"Bironas, Rob TEN PK","Bironas,",Rob,TEN,PK,154.83,36,774,5321,2010
193,"Thomas, Demaryius DEN WR","Thomas,",Demaryius,DEN,WR,154.99,10,583,2721,2010
194,"Gresham, Jermaine CIN TE","Gresham,",Jermaine,CIN,TE,155.44,7,602,3467,2010
195,"Fletcher, London WAS LB","Fletcher,",London,WAS,LB,155.87,30,485,396,2010
196,"Briggs, Lance CHI LB","Briggs,",Lance,CHI,LB,157.11,16,425,388,2010
197,"Robinson, Laurent STL WR","Robinson,",Laurent,STL,WR,157.12,17,518,2771,2010
198,"Giants, NewYork NYG Def","Giants,",NewYork,NYG,Def,157.84,35,435,4021,2010
199,"Gonzalez, Anthony IND WR","Gonzalez,",Anthony,IND,WR,158.1,19,498,3248,2010
200,"Tate, Golden SEA WR","Tate,",Golden,SEA,WR,159.54,8,586,2849,2010
201,"Avery, Donnie STL WR","Avery,",Donnie,STL,WR,159.87,51,609,1405,2010
202,"Harrison, James PIT LB","Harrison,",James,PIT,LB,160.36,16,451,402,2010
203,"Garrard, David JAC QB","Garrard,",David,JAC,QB,161.22,3,437,2704,2010
204,"Bradford, Sam STL QB","Bradford,",Sam,STL,QB,161.85,2,582,2416,2010
205,"Burleson, Nate DET WR","Burleson,",Nate,DET,WR,161.96,35,405,2821,2010
206,"Edwards, Ray MIN DE","Edwards,",Ray,MIN,DE,162.23,46,308,386,2010
207,"Berry, Eric KCC S","Berry,",Eric,KCC,S,163.01,25,588,373,2010
208,"Mathis, Robert IND DE","Mathis,",Robert,IND,DE,163.56,50,401,383,2010
209,"Patriots, New England NEP Def",#REF!,,,,163.88,16,395,3216,2010
210,"Freeney, Dwight IND DE","Freeney,",Dwight,IND,DE,164.25,18,493,397,2010
211,"Williams, Roy DAL WR","Williams,",Roy,DAL,WR,165.5,14,548,2838,2010
212,"Chambers, Chris KCC WR","Chambers,",Chris,KCC,WR,165.64,34,532,2487,2010
213,"Jackson, D'Qwell CLE LB","Jackson,",D'Qwell,CLE,LB,165.73,32,364,344,2010
214,"Huggins, Kareem TBB RB","Huggins,",Kareem,TBB,RB,166.2,22,1420,1843,2010
215,"Vinatieri, Adam IND PK","Vinatieri,",Adam,IND,PK,166.28,28,1272,4297,2010
216,"Manningham, Mario NYG WR","Manningham,",Mario,NYG,WR,166.32,11,583,2528,2010
217,"Cribbs, Josh CLE WR","Cribbs,",Josh,CLE,WR,166.41,11,434,2070,2010
218,"Campbell, Jason OAK QB","Campbell,",Jason,OAK,QB,166.48,24,400,2198,2010
219,"Heap, Todd BAL TE","Heap,",Todd,BAL,TE,167.03,25,670,2729,2010
220,"Colts, Indianapolis IND Def","Colts,",Indianapolis,IND,Def,167.36,11,440,2687,2010
221,"Woodley, LaMarr PIT LB","Woodley,",LaMarr,PIT,LB,167.73,20,378,357,2010
222,"Gerhart, Toby MIN RB","Gerhart,",Toby,MIN,RB,167.81,6,591,2987,2010
223,"Boss, Kevin NYG TE","Boss,",Kevin,NYG,TE,168.15,43,559,2889,2010
224,"Bryant, Antonio FA* WR","Bryant,",Antonio,FA*,WR,168.39,22,834,1297,2010
225,"Tulloch, Stephen TEN LB","Tulloch,",Stephen,TEN,LB,168.46,48,310,318,2010
226,"Leinart, Matt HOU QB","Leinart,",Matt,HOU,QB,168.8,4,412,1570,2010
227,"Hasselbeck, Matt SEA QB","Hasselbeck,",Matt,SEA,QB,168.99,1,638,2043,2010
228,"Johnson, Larry FA* RB","Johnson,",Larry,FA*,RB,169.1,14,580,2678,2010
229,"Scott, Bernard CIN RB","Scott,",Bernard,CIN,RB,169.27,44,525,2586,2010
230,"Revis, Darrelle NYJ CB","Revis,",Darrelle,NYJ,CB,171.02,15,582,380,2010
231,"Henderson, Devery NOS WR","Henderson,",Devery,NOS,WR,171.85,17,631,2091,2010
232,"Prater, Matt DEN PK","Prater,",Matt,DEN,PK,172.06,43,805,4400,2010
233,"Dolphins, Miami MIA Def","Dolphins,",Miami,MIA,Def,172.34,58,456,2638,2010
234,"Thomas, Devin NYG WR","Thomas,",Devin,NYG,WR,172.4,44,614,1744,2010
235,"Harper, Roman NOS S","Harper,",Roman,NOS,S,172.71,55,399,365,2010
236,"Choice, Tashard DAL RB","Choice,",Tashard,DAL,RB,173.26,8,714,2272,2010
237,"Smith, Kevin DET RB","Smith,",Kevin,DET,RB,173.27,16,562,2442,2010
238,"Williams, Mike SEA WR","Williams,",Mike,SEA,WR,173.76,14,1571,1407,2010
239,"Lynch, Marshawn SEA RB","Lynch,",Marshawn,SEA,RB,174.24,16,628,2284,2010
240,"Titans, Tennessee TEN Def","Titans,",Tennessee,TEN,Def,174.48,23,451,2310,2010
241,"Naanee, Legedu SDC WR","Naanee,",Legedu,SDC,WR,175.04,45,743,1949,2010
242,"Murphy, Louis OAK WR","Murphy,",Louis,OAK,WR,175.34,35,533,1898,2010
243,"Taylor, Fred NEP RB","Taylor,",Fred,NEP,RB,175.48,22,1102,1794,2010
244,"Schilens, Chaz OAK WR","Schilens,",Chaz,OAK,WR,175.83,33,628,1390,2010
245,"Gould, Robbie CHI PK","Gould,",Robbie,CHI,PK,175.95,32,1044,4023,2010
246,"Anderson, Derek ARI QB","Anderson,",Derek,ARI,QB,176.25,1,1037,1600,2010
247,"Rackers, Neil HOU PK","Rackers,",Neil,HOU,PK,176.55,27,1086,3731,2010
248,"Walter, Kevin HOU WR","Walter,",Kevin,HOU,WR,176.57,44,569,1965,2010
249,"Benn, Arrelious TBB WR","Benn,",Arrelious,TBB,WR,176.78,12,590,1315,2010
250,"Atogwe, Oshiomogho STL S","Atogwe,",Oshiomogho,STL,S,177.01,64,426,378,2010
251,"Goldson, Dashon SFO S","Goldson,",Dashon,SFO,S,177.63,74,374,370,2010
252,"Broncos, Denver DEN Def","Broncos,",Denver,DEN,Def,178.11,33,436,1868,2010
253,"Dawkins, Brian DEN S","Dawkins,",Brian,DEN,S,178.24,38,698,368,2010
254,"Freeman, Josh TBB QB","Freeman,",Josh,TBB,QB,178.93,20,642,1306,2010
255,"Tynes, Lawrence NYG PK","Tynes,",Lawrence,NYG,PK,179.28,16,1073,3758,2010
256,"Buckhalter, Correll DEN RB","Buckhalter,",Correll,DEN,RB,180.25,25,689,1923,2010
257,"Jones, James GBP WR","Jones,",James,GBP,WR,180.92,20,622,1625,2010
258,"Thomas, Mike JAC WR","Thomas,",Mike,JAC,WR,181.44,18,437,1351,2010
259,"Suh, Ndamukong DET DT","Suh,",Ndamukong,DET,DT,182.01,7,646,345,2010
260,"Wilson, Adrian ARI S","Wilson,",Adrian,ARI,S,182.09,70,547,369,2010
261,"Kampman, Aaron JAC DE","Kampman,",Aaron,JAC,DE,182.65,61,474,352,2010
262,"Cardinals, Arizona ARI Def","Cardinals,",Arizona,ARI,Def,183.33,32,416,1668,2010
263,"Texans, Houston HOU Def","Texans,",Houston,HOU,Def,184.08,41,463,1550,2010
264,"Westbrook, Brian SFO RB","Westbrook,",Brian,SFO,RB,184.2,44,622,2002,2010
265,"Scheffler, Tony DET TE","Scheffler,",Tony,DET,TE,184.63,37,576,1611,2010
266,"Buehler, David DAL PK","Buehler,",David,DAL,PK,185.15,40,926,2749,2010
267,"Gronkowski, Rob NEP TE","Gronkowski,",Rob,NEP,TE,185.17,14,598,1391,2010
268,"Ringer, Javon TEN RB","Ringer,",Javon,TEN,RB,185.31,33,701,1815,2010
269,"Janikowski, Sebastian OAK PK","Janikowski,",Sebastian,OAK,PK,185.4,17,1068,2642,2010
270,"Davis, Fred WAS TE","Davis,",Fred,WAS,TE,185.88,36,439,1486,2010
271,"Moore, Matt CAR QB","Moore,",Matt,CAR,QB,185.9,38,542,1201,2010
272,"Delmas, Louis DET S","Delmas,",Louis,DET,S,186.24,66,371,332,2010
273,"Feely, Jay ARI PK","Feely,",Jay,ARI,PK,187.7,18,1089,2259,2010
274,"Bess, Davone MIA WR","Bess,",Davone,MIA,WR,188.01,48,526,1294,2010
275,"Redskins, Washington WAS Def","Redskins,",Washington,WAS,Def,189.08,40,458,1203,2010
276,"Camarillo, Greg MIN WR","Camarillo,",Greg,MIN,WR,190.34,38,1143,928,2010
277,"Dockett, Darnell ARI DE","Dockett,",Darnell,ARI,DE,190.37,48,455,342,2010
278,"Moore, Lance NOS WR","Moore,",Lance,NOS,WR,191.6,14,648,1269,2010
279,"Panthers, Carolina CAR Def","Panthers,",Carolina,CAR,Def,191.76,36,445,996,2010
280,"Hernandez, Aaron NEP TE","Hernandez,",Aaron,NEP,TE,192.67,14,615,1316,2010
281,"Reed, Jeff SFO PK","Reed,",Jeff,SFO,PK,192.76,23,1138,1863,2010
282,"Folk, Nick NYJ PK","Folk,",Nick,NYJ,PK,193.67,50,1183,1854,2010
283,"Urlacher, Brian CHI LB","Urlacher,",Brian,CHI,LB,194.37,53,491,321,2010
284,"Raiders, Oakland OAK Def","Raiders,",Oakland,OAK,Def,194.63,70,493,1001,2010
285,"Bell, Mike CLE RB","Bell,",Mike,CLE,RB,195.44,23,635,1311,2010
286,"Browns, Cleveland CLE Def","Browns,",Cleveland,CLE,Def,195.66,76,554,698,2010
287,"Doucet, Early ARI WR","Doucet,",Early,ARI,WR,195.82,40,527,1060,2010
